date,sin,target
1786-07-01,101.72,97.74915543663558
1786-07-02,100.0,98.8600951777182
1786-07-03,98.28,98.32011339825573
1786-07-04,96.56,99.80917790639175
1786-07-05,94.84,105.95208098305523
1786-07-06,93.13,103.61289219885046
1786-07-07,91.41,100.90378095744606
1786-07-08,89.7,100.9384425843563
1786-07-09,87.99,98.55199678485195
1786-07-10,86.28,92.61187195381758
1786-07-11,84.58,102.31891652685425
1786-07-12,82.88,91.27679073629268
1786-07-13,81.19,101.8095307210151
1786-07-14,79.51,91.89889335584074
1786-07-15,77.82,85.36906223844488
1786-07-16,76.15,76.97053462886713
1786-07-17,74.48,89.83820379300391
1786-07-18,72.82,78.87727165746544
1786-07-19,71.17,83.9247638381688
1786-07-20,69.53,73.861841365588
1786-07-21,67.9,72.52403558017008
1786-07-22,66.27,80.12032390232021
1786-07-23,64.66,74.03498217619641
1786-07-24,63.05,67.37445271572281
1786-07-25,61.46,70.81493498331267
1786-07-26,59.88,74.0044166426574
1786-07-27,58.31,59.829877892068936
1786-07-28,56.75,73.86753187546401
1786-07-29,55.21,77.42743271970757
1786-07-30,53.68,73.6692480239035
1786-07-31,52.16,62.96776608152072
1786-08-01,50.65,54.81969129914063
1786-08-02,49.17,59.73846469470301
1786-08-03,47.69,53.88899695995899
1786-08-04,46.23,47.724759786823554
1786-08-05,44.79,58.8303154651408
1786-08-06,43.36,70.66324179415372
1786-08-07,41.96,48.04390314859284
1786-08-08,40.56,43.275165476367015
1786-08-09,39.19,68.6128758524673
1786-08-10,37.83,49.904505322615414
1786-08-11,36.49,44.51787512744817
1786-08-12,35.17,37.81892940444838
1786-08-13,33.87,67.78871680915863
1786-08-14,32.59,50.16601414391167
1786-08-15,31.33,62.9158146903036
1786-08-16,30.09,48.80146497954581
1786-08-17,28.87,39.03286934554519
1786-08-18,27.67,30.822656624283248
1786-08-19,26.5,28.92460363702598
1786-08-20,25.34,35.509811382755174
1786-08-21,24.21,29.7644241202009
1786-08-22,23.1,44.80593691430478
1786-08-23,22.01,38.08974552362618
1786-08-24,20.94,61.85606378928817
1786-08-25,19.9,36.04614834273859
1786-08-26,18.88,25.071428307548683
1786-08-27,17.89,51.804381979795515
1786-08-28,16.92,43.6451617003346
1786-08-29,15.98,51.99737417019857
1786-08-30,15.05,21.43708878849952
1786-08-31,14.16,41.63038649392527
1786-09-01,13.29,14.621485479196025
1786-09-02,12.45,13.814065450654821
1786-09-03,11.63,47.08255058120352
1786-09-04,10.84,13.773608467086277
1786-09-05,10.07,22.16563134045377
1786-09-06,9.33,28.529111164956696
1786-09-07,8.62,39.76485365042764
1786-09-08,7.93,8.501989945255357
1786-09-09,7.28,15.01240725534239
1786-09-10,6.65,22.660013547537027
1786-09-11,6.04,16.785607975790864
1786-09-12,5.47,13.025566646359906
1786-09-13,4.92,26.107644374637694
1786-09-14,4.4,24.95825112604345
1786-09-15,3.91,40.316800078359904
1786-09-16,3.45,4.543807428519758
1786-09-17,3.02,19.845310514690492
1786-09-18,2.61,3.868617626141809
1786-09-19,2.23,25.731801536702054
1786-09-20,1.89,19.897038548818927
1786-09-21,1.57,10.294045773308614
1786-09-22,1.28,41.512058117150886
1786-09-23,1.02,15.435622471109184
1786-09-24,0.79,7.231879447691274
1786-09-25,0.59,13.939531730559285
1786-09-26,0.42,9.885720300661454
1786-09-27,0.27,32.47598707195143
1786-09-28,0.16,17.18039464688004
1786-09-29,0.08,9.308443211310658
1786-09-30,0.03,0.7234377358697239
1786-10-01,0.0,13.531962828024394
1786-10-02,0.01,21.033930726041927
1786-10-03,0.04,15.236822856522558
1786-10-04,0.11,19.08915896447828
1786-10-05,0.2,17.74938564625668
1786-10-06,0.33,4.086604434402336
1786-10-07,0.48,19.929062471356414
1786-10-08,0.66,22.993191454756865
1786-10-09,0.87,18.556101036428256
1786-10-10,1.11,2.063895226428638
1786-10-11,1.39,26.11174836577843
1786-10-12,1.69,9.457683666158287
1786-10-13,2.01,22.45361749044664
1786-10-14,2.37,30.598676525162734
1786-10-15,2.76,10.950599912200543
1786-10-16,3.18,50.11052369223717
1786-10-17,3.62,18.568266604948576
1786-10-18,4.09,9.846946297228282
1786-10-19,4.59,29.772221212609463
1786-10-20,5.12,15.998579793788835
1786-10-21,5.68,19.866717089625105
1786-10-22,6.27,31.342640599783305
1786-10-23,6.88,17.567677670443864
1786-10-24,7.52,12.73908035323316
1786-10-25,8.19,22.352011161360558
1786-10-26,8.88,17.839791998649815
1786-10-27,9.61,12.84310863490754
1786-10-28,10.36,12.114509655896299
1786-10-29,11.13,21.17729553537699
1786-10-30,11.93,25.61671892665469
1786-10-31,12.76,42.06645286618297
1786-11-01,13.61,16.983818062848933
1786-11-02,14.49,24.355462275507072
1786-11-03,15.4,32.722687613233425
1786-11-04,16.33,17.198777514655735
1786-11-05,17.28,33.15497281845007
1786-11-06,18.26,29.810792545920215
1786-11-07,19.26,34.59255876648264
1786-11-08,20.29,27.297708435792796
1786-11-09,21.34,30.26557380858521
1786-11-10,22.42,31.078409607899786
1786-11-11,23.51,27.794174377698276
1786-11-12,24.63,41.627821830262114
1786-11-13,25.77,30.35643123806404
1786-11-14,26.94,34.5223163867875
1786-11-15,28.12,36.73459217953201
1786-11-16,29.33,52.67475410839959
1786-11-17,30.56,56.57801890673332
1786-11-18,31.8,65.97073999418544
1786-11-19,33.07,55.52681693679227
1786-11-20,34.36,52.70958612057146
1786-11-21,35.67,48.16646513110477
1786-11-22,37.0,59.768242856280004
1786-11-23,38.34,52.23231449225946
1786-11-24,39.7,48.28035488947721
1786-11-25,41.08,90.69330402230771
1786-11-26,42.48,62.563680446057205
1786-11-27,43.9,44.93431268925173
1786-11-28,45.33,62.838322749287535
1786-11-29,46.78,56.69082246965288
1786-11-30,48.24,59.16126015871614
1786-12-01,49.72,55.20772283875755
1786-12-02,51.22,56.298030609916644
1786-12-03,52.73,65.79410891259917
1786-12-04,54.25,73.55611015919223
1786-12-05,55.79,69.68739376133777
1786-12-06,57.34,69.28555055940139
1786-12-07,58.9,63.017210457424625
1786-12-08,60.47,61.54576523712014
1786-12-09,62.06,78.0207656119083
1786-12-10,63.66,87.63281507204132
1786-12-11,65.26,71.17318998688138
1786-12-12,66.88,73.55650407288037
1786-12-13,68.51,74.46013818992567
1786-12-14,70.15,83.10389031423988
1786-12-15,71.79,80.54197683103152
1786-12-16,73.45,76.96096806126992
1786-12-17,75.11,95.2224058879594
1786-12-18,76.78,78.66713215753579
1786-12-19,78.46,106.19042097133371
1786-12-20,80.14,83.30143661046971
1786-12-21,81.83,87.01105430734911
1786-12-22,83.52,84.89760152913927
1786-12-23,85.22,93.79530077602207
1786-12-24,86.92,100.71555366779947
1786-12-25,88.63,106.20769406078776
1786-12-26,90.34,97.41864395989016
1786-12-27,92.06,96.06729096049214
1786-12-28,93.77,98.85347671153345
1786-12-29,95.49,111.60844468624767
1786-12-30,97.21,101.20594022820127
1786-12-31,98.93,99.17991976415756
1787-01-01,100.65,101.78991412981141
1787-01-02,102.37,98.13200106360952
1787-01-03,104.09,95.70951480694752
1787-01-04,105.81,105.41063885865384
1787-01-05,107.52,96.38558335548186
1787-01-06,109.24,108.49029211291088
1787-01-07,110.95,108.32448256832272
1787-01-08,112.66,100.15621656567538
1787-01-09,114.36,99.38298225966267
1787-01-10,116.06,105.07791830960993
1787-01-11,117.76,116.47903944017084
1787-01-12,119.45,117.56878364213412
1787-01-13,121.13,99.6475257424933
1787-01-14,122.81,117.4498854843461
1787-01-15,124.48,122.932670957659
1787-01-16,126.15,100.13850420437782
1787-01-17,127.8,126.41006814246536
1787-01-18,129.45,121.78213147715216
1787-01-19,131.09,120.41956937947121
1787-01-20,132.72,115.70365964093783
1787-01-21,134.34,117.03549123884763
1787-01-22,135.95,131.79620650890234
1787-01-23,137.55,119.56661696776108
1787-01-24,139.14,129.03984721262674
1787-01-25,140.72,137.42714070683937
1787-01-26,142.28,119.8699426227553
1787-01-27,143.84,117.01349897855337
1787-01-28,145.38,135.30274216439378
1787-01-29,146.9,131.7725202818815
1787-01-30,148.41,123.2618568704921
1787-01-31,149.91,130.36628863448306
1787-02-01,151.39,141.84313099242922
1787-02-02,152.86,137.41809205642338
1787-02-03,154.32,148.38320620697291
1787-02-04,155.75,147.30818269674458
1787-02-05,157.17,156.71181047403368
1787-02-06,158.57,129.96387259047393
1787-02-07,159.96,153.95117490140123
1787-02-08,161.33,156.29920000622184
1787-02-09,162.68,153.56733001282197
1787-02-10,164.01,157.25617070259827
1787-02-11,165.32,152.75414807962656
1787-02-12,166.61,130.6206791833628
1787-02-13,167.89,161.84764141824985
1787-02-14,169.14,164.58279529054212
1787-02-15,170.37,143.30263851157798
1787-02-16,171.58,159.29272599058316
1787-02-17,172.77,168.91455045766983
1787-02-18,173.94,160.5042894086301
1787-02-19,175.09,172.54343239036808
1787-02-20,176.22,168.20869738983856
1787-02-21,177.32,170.31269624606907
1787-02-22,178.4,156.30012849079947
1787-02-23,179.45,168.14625948529812
1787-02-24,180.49,179.74536428094228
1787-02-25,181.5,175.9911625276733
1787-02-26,182.48,176.19362677073732
1787-02-27,183.44,158.32218142136577
1787-02-28,184.38,145.99250903362724
1787-03-01,185.29,174.94940248343286
1787-03-02,186.17,165.54704542019684
1787-03-03,187.03,155.57793449996626
1787-03-04,187.87,172.23476207163955
1787-03-05,188.68,144.7532078113473
1787-03-06,189.46,169.93379373169807
1787-03-07,190.21,152.48119837805302
1787-03-08,190.94,183.21810648276102
1787-03-09,191.64,190.7071904404744
1787-03-10,192.32,176.71461166510161
1787-03-11,192.97,192.11047875096867
1787-03-12,193.59,191.18217317771104
1787-03-13,194.18,185.9749881046519
1787-03-14,194.74,191.43630049875608
1787-03-15,195.28,190.5150940837459
1787-03-16,195.79,163.4795235623006
1787-03-17,196.27,178.85808802078154
1787-03-18,196.72,134.91865475785394
1787-03-19,197.14,180.06440189910214
1787-03-20,197.54,192.17299313760148
1787-03-21,197.9,163.1926956632189
1787-03-22,198.24,185.687172421019
1787-03-23,198.54,194.69656960400187
1787-03-24,198.82,161.24746885364272
1787-03-25,199.07,176.39734665121844
1787-03-26,199.29,190.16354151199778
1787-03-27,199.48,174.9239485679983
1787-03-28,199.64,180.85654616272373
1787-03-29,199.77,194.33664255762775
1787-03-30,199.87,195.38677901871043
1787-03-31,199.94,183.77217689493096
1787-04-01,199.99,196.22932707004915
1787-04-02,200.0,197.5136555012481
1787-04-03,199.98,190.80861760027244
1787-04-04,199.94,195.1220661703288
1787-04-05,199.86,192.37988159252228
1787-04-06,199.76,193.36035746538477
1787-04-07,199.62,194.90071224219338
1787-04-08,199.46,185.2954424700715
1787-04-09,199.26,189.6781663898214
1787-04-10,199.04,186.31551110475462
1787-04-11,198.79,158.30159689484447
1787-04-12,198.5,172.5614615259619
1787-04-13,198.19,187.07179502814162
1787-04-14,197.85,183.91824369057392
1787-04-15,197.48,191.9060940891574
1787-04-16,197.09,187.03250655418245
1787-04-17,196.66,191.68655543068908
1787-04-18,196.2,182.3219862933856
1787-04-19,195.72,170.7189377339259
1787-04-20,195.21,191.1294423126815
1787-04-21,194.67,164.49609130141545
1787-04-22,194.1,180.45198022853893
1787-04-23,193.5,167.42963383580573
1787-04-24,192.88,175.5190529312709
1787-04-25,192.23,169.1477716457991
1787-04-26,191.55,169.4433441647466
1787-04-27,190.85,170.62023728899425
1787-04-28,190.11,185.44485485272696
1787-04-29,189.35,186.08141630501822
1787-04-30,188.57,162.33253333630117
1787-05-01,187.76,175.0079601389996
1787-05-02,186.92,159.59538764839078
1787-05-03,186.06,161.85904496254471
1787-05-04,185.17,171.94214417671552
1787-05-05,184.25,174.64215002571717
1787-05-06,183.31,179.99930788489343
1787-05-07,182.35,168.77050255696773
1787-05-08,181.36,176.63872376601017
1787-05-09,180.35,175.59801962597902
1787-05-10,179.31,173.3097518638929
1787-05-11,178.25,155.9356857879667
1787-05-12,177.17,166.01545907356999
1787-05-13,176.07,167.3508595566368
1787-05-14,174.94,144.2105948448276
1787-05-15,173.79,142.3389372816435
1787-05-16,172.62,156.97624129111972
1787-05-17,171.42,170.05062183484102
1787-05-18,170.21,159.55707491330662
1787-05-19,168.97,152.77745222144537
1787-05-20,167.72,164.72341849585118
1787-05-21,166.44,162.14327668610719
1787-05-22,165.15,157.81087870215902
1787-05-23,163.83,150.90062007400496
1787-05-24,162.5,132.0616495046122
1787-05-25,161.15,154.96119411104246
1787-05-26,159.78,132.91874884218493
1787-05-27,158.39,140.24022463480216
1787-05-28,156.98,134.86014022614106
1787-05-29,155.56,145.9906043376764
1787-05-30,154.12,139.56751388435913
1787-05-31,152.67,136.54562310540172
1787-06-01,151.2,134.69150800884435
1787-06-02,149.71,130.13794923639253
1787-06-03,148.21,130.70079329933847
1787-06-04,146.7,108.98606365860331
1787-06-05,145.17,106.0328794491598
1787-06-06,143.63,143.17163505331965
1787-06-07,142.07,135.92073227284925
1787-06-08,140.51,122.75949531831
1787-06-09,138.93,138.8952653522565
1787-06-10,137.34,128.54067633833046
1787-06-11,135.74,134.45060843393375
1787-06-12,134.13,131.27624175067973
1787-06-13,132.5,121.77206267306619
1787-06-14,130.87,107.54201281264187
1787-06-15,129.23,111.94923842626191
1787-06-16,127.58,112.46542623081598
1787-06-17,125.92,115.69353420008817
1787-06-18,124.26,105.2027758887511
1787-06-19,122.59,119.45843998016302
1787-06-20,120.91,112.01763448297693
1787-06-21,119.22,116.83161308664617
1787-06-22,117.53,117.50271193468205
1787-06-23,115.83,115.43169053689046
1787-06-24,114.13,102.88178760575227
1787-06-25,112.43,86.60607739037174
1787-06-26,110.72,104.18976763202792
1787-06-27,109.01,93.73875446839182
1787-06-28,107.29,104.4674950408712
1787-06-29,105.58,101.22488860954587
1787-06-30,103.86,101.63573839701654
1787-07-01,102.14,99.85193765662069
1787-07-02,100.42,105.07557952893505
1787-07-03,98.7,99.80930912545884
1787-07-04,96.98,100.66259841086143
1787-07-05,95.26,99.01125103227056
1787-07-06,93.54,103.52823855619788
1787-07-07,91.83,94.2793917792594
1787-07-08,90.11,91.10666817727909
1787-07-09,88.4,102.19192626239543
1787-07-10,86.7,108.0291536056417
1787-07-11,84.99,96.13375476911379
1787-07-12,83.3,101.54164490755588
1787-07-13,81.6,96.67898631774379
1787-07-14,79.91,92.11917661798714
1787-07-15,78.23,98.93025766535223
1787-07-16,76.56,102.03030081453137
1787-07-17,74.89,85.22336181173957
1787-07-18,73.23,76.17281373700851
1787-07-19,71.57,81.21635252788886
1787-07-20,69.93,102.14661699909198
1787-07-21,68.29,76.19378359475026
1787-07-22,66.66,92.15303082087144
1787-07-23,65.05,72.68958711776563
1787-07-24,63.44,76.46889626586294
1787-07-25,61.85,86.81323661784002
1787-07-26,60.26,92.56034386309375
1787-07-27,58.69,77.12151932681644
1787-07-28,57.13,61.66615649219976
1787-07-29,55.58,67.25478500310662
1787-07-30,54.05,60.711421762761994
1787-07-31,52.52,76.74657250859974
1787-08-01,51.02,70.57168850416905
1787-08-02,49.52,85.59653057625505
1787-08-03,48.05,51.88499302375441
1787-08-04,46.59,70.08339321988078
1787-08-05,45.14,49.21669729806465
1787-08-06,43.71,48.02436948116831
1787-08-07,42.3,44.92211064769481
1787-08-08,40.9,56.27905051624823
1787-08-09,39.52,44.24719678109186
1787-08-10,38.16,39.91450217407515
1787-08-11,36.82,42.93304872973302
1787-08-12,35.49,58.72070751410159
1787-08-13,34.19,59.56260605935661
1787-08-14,32.9,44.44986303910518
1787-08-15,31.64,71.70924539316438
1787-08-16,30.39,63.382754015040085
1787-08-17,29.17,57.409831250186365
1787-08-18,27.96,46.71828339079302
1787-08-19,26.78,35.10930853431872
1787-08-20,25.62,28.326992466834803
1787-08-21,24.48,47.93333915248921
1787-08-22,23.36,32.95340344572255
1787-08-23,22.27,36.00229446496441
1787-08-24,21.2,38.21478872773831
1787-08-25,20.15,21.735526945737515
1787-08-26,19.13,25.061235207815326
1787-08-27,18.13,19.79271587791601
1787-08-28,17.15,22.477863677694728
1787-08-29,16.2,41.66636853365607
1787-08-30,15.28,17.52616611401965
1787-08-31,14.37,42.81130272118732
1787-09-01,13.5,14.447122020381869
1787-09-02,12.65,16.32919539612002
1787-09-03,11.82,26.757029796802897
1787-09-04,11.03,19.117189436737295
1787-09-05,10.25,23.58481224994737
1787-09-06,9.51,11.611550633943743
1787-09-07,8.79,23.295563021051297
1787-09-08,8.1,20.337147509530993
1787-09-09,7.43,46.358496695138044
1787-09-10,6.8,26.201152056723565
1787-09-11,6.19,17.21696148448223
1787-09-12,5.6,16.648092913259454
1787-09-13,5.05,30.798479837403907
1787-09-14,4.53,13.12211903681716
1787-09-15,4.03,21.342853501878054
1787-09-16,3.56,10.438520495444603
1787-09-17,3.12,4.797363079293407
1787-09-18,2.71,23.7402710360927
1787-09-19,2.32,17.609163874971056
1787-09-20,1.97,22.73400846618957
1787-09-21,1.64,23.65131364072961
1787-09-22,1.35,20.82906676261989
1787-09-23,1.08,18.589103653955085
1787-09-24,0.84,5.756903785539491
1787-09-25,0.63,27.137264247446165
1787-09-26,0.46,0.7227120581958035
1787-09-27,0.31,13.069284033745364
1787-09-28,0.19,25.00545043412233
1787-09-29,0.1,19.253264483237004
1787-09-30,0.04,5.6051327205193235
1787-10-01,0.0,20.732766355874144
1787-10-02,0.0,6.400777949011971
1787-10-03,0.03,29.76104911795203
1787-10-04,0.09,14.84286552021986
1787-10-05,0.18,13.844988812680334
1787-10-06,0.29,3.994867148017107
1787-10-07,0.44,4.904418408848588
1787-10-08,0.61,30.54857993917106
1787-10-09,0.82,29.09438784349687
1787-10-10,1.05,14.660964404069363
1787-10-11,1.32,11.762532215911369
1787-10-12,1.61,31.083945973456984
1787-10-13,1.93,14.368353847814966
1787-10-14,2.28,13.115654233548995
1787-10-15,2.66,66.34345673823921
1787-10-16,3.07,30.406362952979613
1787-10-17,3.51,5.043864102496592
1787-10-18,3.98,8.088067538799143
1787-10-19,4.47,23.43811047232424
1787-10-20,4.99,19.54859094643959
1787-10-21,5.54,20.476978524960757
1787-10-22,6.12,37.0811530639245
1787-10-23,6.73,17.85411175353616
1787-10-24,7.36,25.68277744420101
1787-10-25,8.02,8.824210081594
1787-10-26,8.71,16.045662173291127
1787-10-27,9.43,13.534149920135054
1787-10-28,10.17,35.76229873869456
1787-10-29,10.94,35.83614836421433
1787-10-30,11.74,11.884963750484687
1787-10-31,12.56,29.53518086945857
1787-11-01,13.4,48.615315316329145
1787-11-02,14.28,21.909286912662495
1787-11-03,15.18,49.092079721981406
1787-11-04,16.1,40.878519174009895
1787-11-05,17.05,24.7920602695696
1787-11-06,18.02,20.45528295330423
1787-11-07,19.02,36.487103660092686
1787-11-08,20.04,30.113088907121536
1787-11-09,21.08,25.415592645876803
1787-11-10,22.15,57.44495738533714
1787-11-11,23.24,29.766894062113675
1787-11-12,24.36,46.60214466819991
1787-11-13,25.49,33.39301181961565
1787-11-14,26.65,61.0741406786942
1787-11-15,27.83,46.12763749120771
1787-11-16,29.03,59.43920232047519
1787-11-17,30.26,33.787194145463985
1787-11-18,31.5,50.16399892430738
1787-11-19,32.76,46.42565049577827
1787-11-20,34.05,47.03521642774611
1787-11-21,35.35,57.80551473357579
1787-11-22,36.67,38.29187547616863
1787-11-23,38.01,43.17187788790628
1787-11-24,39.37,85.79871815335075
1787-11-25,40.75,56.021163896998736
1787-11-26,42.14,47.901573619574854
1787-11-27,43.55,79.2575663672425
1787-11-28,44.98,52.91595468918066
1787-11-29,46.43,60.89988634404167
1787-11-30,47.89,52.1297918027998
1787-12-01,49.36,59.129443324801244
1787-12-02,50.85,56.69264019614869
1787-12-03,52.36,57.32792906940793
1787-12-04,53.88,61.468570459217425
1787-12-05,55.41,60.96186444478155
1787-12-06,56.96,59.21014708853176
1787-12-07,58.52,72.54940862859303
1787-12-08,60.09,72.38782156535184
1787-12-09,61.67,74.8066462681903
1787-12-10,63.27,89.06765436278398
1787-12-11,64.87,73.20875597190062
1787-12-12,66.49,67.42196120648406
1787-12-13,68.11,76.55519651184531
1787-12-14,69.75,72.4855914929042
1787-12-15,71.39,80.954944137849
1787-12-16,73.05,82.83666631263495
1787-12-17,74.71,81.60833777152585
1787-12-18,76.37,83.16658590670059
1787-12-19,78.05,85.75033918955052
1787-12-20,79.73,87.38034720830723
1787-12-21,81.42,95.1995619593258
1787-12-22,83.11,91.39205440898851
1787-12-23,84.81,91.35809956979128
1787-12-24,86.51,88.39946005592746
1787-12-25,88.22,93.65952111526441
1787-12-26,89.93,93.36461663364379
1787-12-27,91.64,101.23628123706982
1787-12-28,93.36,97.6039080457555
1787-12-29,95.07,99.35681587888116
1787-12-30,96.79,97.69097765279182
1787-12-31,98.51,99.38145618262956
1788-01-01,100.23,102.34619617462438
1788-01-02,101.95,98.95970609079676
1788-01-03,103.67,95.92307265253747
1788-01-04,105.39,104.77001874968084
1788-01-05,107.11,101.49002382365092
1788-01-06,108.82,96.49886916791456
1788-01-07,110.53,102.99345603210094
1788-01-08,112.24,94.61397882163784
1788-01-09,113.95,111.72727663054114
1788-01-10,115.65,113.03173163969333
1788-01-11,117.35,110.5211883770088
1788-01-12,119.04,111.49656441494051
1788-01-13,120.72,110.2860109462138
1788-01-14,122.4,117.36319010836209
1788-01-15,124.08,120.72796767029027
1788-01-16,125.74,105.78455374657773
1788-01-17,127.4,125.1741039554634
1788-01-18,129.05,116.19931762341528
1788-01-19,130.69,113.65123579994362
1788-01-20,132.33,120.29902235236533
1788-01-21,133.95,108.89826683310915
1788-01-22,135.56,125.47076119098621
1788-01-23,137.16,127.35181167036232
1788-01-24,138.76,129.06834827055377
1788-01-25,140.34,137.12325743500142
1788-01-26,141.9,119.11787920364561
1788-01-27,143.46,139.40948818273327
1788-01-28,145.0,126.5501280908868
1788-01-29,146.53,137.24065065758202
1788-01-30,148.05,141.96357153751305
1788-01-31,149.55,137.59246322494684
1788-02-01,151.04,137.65012025481997
1788-02-02,152.51,129.25522863382375
1788-02-03,153.96,136.14726222728447
1788-02-04,155.4,136.2635297953123
1788-02-05,156.83,151.15734242588556
1788-02-06,158.24,154.39259738690075
1788-02-07,159.63,153.18405142655251
1788-02-08,161.0,135.0521327899267
1788-02-09,162.35,157.91750466965064
1788-02-10,163.69,149.15320857718083
1788-02-11,165.0,162.6461112220908
1788-02-12,166.3,144.22910197493619
1788-02-13,167.58,139.8740336611651
1788-02-14,168.84,163.3826755233874
1788-02-15,170.07,168.35504194471275
1788-02-16,171.29,159.3361680923644
1788-02-17,172.49,135.5837132169008
1788-02-18,173.66,162.67438307097999
1788-02-19,174.81,155.4244493906759
1788-02-20,175.94,152.26389271426424
1788-02-21,177.05,161.10867739141256
1788-02-22,178.14,168.75574432587558
1788-02-23,179.2,170.38911784449218
1788-02-24,180.24,161.9499338402739
1788-02-25,181.25,159.47887073563408
1788-02-26,182.24,162.49051480090134
1788-02-27,183.21,167.7458702568942
1788-02-28,184.15,181.3837636759069
1788-02-29,185.07,182.61476612931074
1788-03-01,185.96,169.8847679066662
1788-03-02,186.83,170.79122335261562
1788-03-03,187.67,167.8817878493026
1788-03-04,188.48,174.36360679035178
1788-03-05,189.27,181.27318019366396
1788-03-06,190.03,178.35941625565653
1788-03-07,190.77,182.76626769353203
1788-03-08,191.48,146.71739328170133
1788-03-09,192.16,159.9552612395232
1788-03-10,192.81,191.29618478670326
1788-03-11,193.44,192.09854020681067
1788-03-12,194.04,181.0876511727004
1788-03-13,194.61,188.16018105743908
1788-03-14,195.15,179.24053596970188
1788-03-15,195.67,148.48426447304234
1788-03-16,196.15,191.6365113076557
1788-03-17,196.61,169.01857572370147
1788-03-18,197.04,167.83520197920336
1788-03-19,197.44,162.6846424380546
1788-03-20,197.81,189.6567345334913
1788-03-21,198.16,192.20598233291923
1788-03-22,198.47,184.83006343630055
1788-03-23,198.76,167.92185644247613
1788-03-24,199.01,193.0783252817197
1788-03-25,199.24,198.1146370470634
1788-03-26,199.44,197.10305567200106
1788-03-27,199.6,167.24393560687494
1788-03-28,199.74,193.58460192345393
1788-03-29,199.85,171.86295863488104
1788-03-30,199.93,168.52264616483225
1788-03-31,199.98,195.65158947450777
1788-04-01,200.0,179.81626239298902
1788-04-02,199.99,198.19747136143494
1788-04-03,199.95,198.45321612634825
1788-04-04,199.88,185.4109244374497
1788-04-05,199.78,194.9586803390429
1788-04-06,199.66,167.64522025216272
1788-04-07,199.5,170.50888703877743
1788-04-08,199.31,191.06003105546392
1788-04-09,199.1,186.84843390373754
1788-04-10,198.85,195.06849861538026
1788-04-11,198.58,187.5488440497796
1788-04-12,198.27,195.40733220971413
1788-04-13,197.94,181.8297260272932
1788-04-14,197.58,193.48890472273052
1788-04-15,197.19,172.38917879549385
1788-04-16,196.77,184.38395780113478
1788-04-17,196.32,179.89025747099774
1788-04-18,195.84,190.97018085291063
1788-04-19,195.34,193.14643057039268
1788-04-20,194.8,185.98314859935016
1788-04-21,194.24,183.09286577362846
1788-04-22,193.65,159.2364021057217
1788-04-23,193.03,185.11865606867303
1788-04-24,192.39,175.96068401033455
1788-04-25,191.72,184.48905653743483
1788-04-26,191.02,186.70952937056487
1788-04-27,190.29,171.02520500112098
1788-04-28,189.54,187.45664833179754
1788-04-29,188.76,175.32331573670265
1788-04-30,187.96,187.1275207441003
1788-05-01,187.12,179.70272927042626
1788-05-02,186.27,179.44019880380432
1788-05-03,185.38,180.818013372154
1788-05-04,184.48,144.45974658889088
1788-05-05,183.54,181.11981864011776
1788-05-06,182.59,179.81886664154726
1788-05-07,181.6,174.72711729962876
1788-05-08,180.6,176.3736777209173
1788-05-09,179.57,164.52261390924704
1788-05-10,178.51,168.4217948709927
1788-05-11,177.44,163.90756689556505
1788-05-12,176.34,148.21483939622118
1788-05-13,175.21,156.8505479306816
1788-05-14,174.07,148.6864922052017
1788-05-15,172.9,158.5757413271738
1788-05-16,171.71,171.30374048082717
1788-05-17,170.5,155.43945274069952
1788-05-18,169.27,161.42415659772425
1788-05-19,168.02,144.71512032867008
1788-05-20,166.75,160.72274880719718
1788-05-21,165.46,164.280898095878
1788-05-22,164.15,162.42041876375472
1788-05-23,162.82,158.9761744711794
1788-05-24,161.48,156.25912355012986
1788-05-25,160.11,130.6602030080172
1788-05-26,158.73,136.75957140120684
1788-05-27,157.32,152.2521248236881
1788-05-28,155.91,136.91951592917448
1788-05-29,154.47,153.07086289918038
1788-05-30,153.02,152.81334667279296
1788-05-31,151.56,144.63623120957905
1788-06-01,150.07,149.8872155993919
1788-06-02,148.58,127.41857350933827
1788-06-03,147.07,142.71331581291588
1788-06-04,145.54,140.35592219402508
1788-06-05,144.0,111.46133357065753
1788-06-06,142.45,122.29826486707637
1788-06-07,140.89,140.37428373483155
1788-06-08,139.31,132.25734370146665
1788-06-09,137.73,126.81169122330684
1788-06-10,136.13,128.2414754897865
1788-06-11,134.52,123.37655664294475
1788-06-12,132.9,123.75390642091976
1788-06-13,131.27,122.71455529830651
1788-06-14,129.63,122.54457622674911
1788-06-15,127.98,120.49850759923704
1788-06-16,126.33,124.67203815033604
1788-06-17,124.66,96.38343098092463
1788-06-18,122.99,121.47183224840492
1788-06-19,121.32,115.64992333808304
1788-06-20,119.63,110.81925853950536
1788-06-21,117.94,117.14187708778402
1788-06-22,116.25,112.876705546185
1788-06-23,114.55,111.59397825161493
1788-06-24,112.84,111.33441278494213
1788-06-25,111.14,108.20059980824537
1788-06-26,109.42,91.13658255733299
1788-06-27,107.71,94.15821346002362
1788-06-28,105.99,100.43484488707746
1788-06-29,104.28,100.4671209615628
1788-06-30,102.56,99.08253571355175
1788-07-01,100.84,102.02163144704686
1788-07-02,99.12,98.89877125889427
1788-07-03,97.4,102.92110597224065
1788-07-04,95.68,96.759151531724
1788-07-05,93.96,102.86852237333676
